id_themoviedb,id_genre,media_type
9754,28,filme
9754,80,filme
9754,53,filme
41862,35,filme
41862,10749,filme
369894,18,filme
1266809,35,filme
1266809,18,filme
130739,18,filme
130739,35,filme
11376,53,filme
11376,27,filme
820697,18,filme
820697,14,filme
820697,10749,filme
107985,35,filme
107985,28,filme
107985,878,filme
329981,18,filme
329981,53,filme
264999,35,filme
264999,18,filme
105788,18,filme
105788,10749,filme
39358,18,filme
39358,9648,filme
25350,35,filme
25350,18,filme
665149,18,filme
665149,10749,filme
99603,99,filme
99603,10402,filme
1079485,27,filme
1079485,53,filme
1026880,10752,filme
1026880,18,filme
1026880,36,filme
286530,,filme
21605,35,filme
21605,10751,filme
21605,878,filme
534338,18,filme
534338,9648,filme
429300,53,filme
429300,10749,filme
429300,12,filme
1248779,18,filme
1248779,35,filme
1248779,10749,filme
1033148,18,filme
1033148,53,filme
1033148,35,filme
403586,18,filme
7501,80,filme
7501,53,filme
38004,35,filme
38004,10749,filme
585504,10402,filme
585504,18,filme
45569,28,filme
45569,53,filme
45569,37,filme
23512,18,filme
21043,18,filme
21043,53,filme
4836,18,filme
4836,53,filme
4836,80,filme
73252,80,filme
73252,18,filme
73252,9648,filme
73252,53,filme
612654,99,filme
444539,18,filme
1278633,99,filme
1159799,10751,filme
1159799,12,filme
1159799,18,filme
41210,35,filme
41210,10749,filme
41210,18,filme
518495,35,filme
518495,878,filme
518495,14,filme
805195,10751,filme
805195,18,filme
9910,35,filme
9910,80,filme
9910,18,filme
9910,53,filme
7090,18,filme
338107,18,filme
39037,35,filme
39037,10749,filme
115782,18,filme
115782,36,filme
185843,80,filme
185843,27,filme
185843,53,filme
85414,80,filme
85414,28,filme
85414,53,filme
85414,9648,filme
180369,99,filme
341174,18,filme
341174,10749,filme
987686,10749,filme
987686,35,filme
854359,18,filme
943818,35,filme
33339,35,filme
33339,10402,filme
33339,18,filme
15486,18,filme
15486,53,filme
730047,18,filme
730047,10749,filme
748167,878,filme
748167,12,filme
748167,28,filme
340676,18,filme
340676,9648,filme
340676,53,filme
19423,35,filme
19423,10749,filme
122906,18,filme
122906,10749,filme
122906,14,filme
846528,35,filme
846528,10751,filme
846528,14,filme
802219,10402,filme
802219,36,filme
802219,18,filme
605,12,filme
605,28,filme
605,53,filme
605,878,filme
24868,27,filme
896536,10751,filme
896536,14,filme
896536,12,filme
13439,18,filme
13439,36,filme
18701,35,filme
18701,18,filme
18701,10749,filme
795230,53,filme
795230,10749,filme
795230,18,filme
253263,99,filme
375588,12,filme
375588,28,filme
375588,53,filme
375588,14,filme
1073650,18,filme
1073650,35,filme
41044,35,filme
41044,10749,filme
41044,18,filme
684684,27,filme
684684,12,filme
684684,14,filme
503150,99,filme
7351,18,filme
70578,53,filme
169642,35,filme
1042650,18,filme
526007,53,filme
526007,80,filme
526007,18,filme
1239251,16,filme
1239251,35,filme
1239251,878,filme
888321,18,filme
888321,36,filme
59967,28,filme
59967,53,filme
59967,878,filme
43936,99,filme
43936,36,filme
43936,10752,filme
315837,878,filme
315837,18,filme
315837,28,filme
13356,10751,filme
13356,10749,filme
13356,35,filme
1368166,53,filme
1368166,9648,filme
72187,18,filme
212778,35,filme
653569,35,filme
653569,878,filme
10609,18,filme
10609,35,filme
10609,10749,filme
404945,99,filme
35651,18,filme
426249,18,filme
426249,10402,filme
426249,53,filme
426249,27,filme
38050,878,filme
38050,53,filme
38050,10749,filme
261945,,filme
399057,18,filme
399057,53,filme
399057,9648,filme
502130,99,filme
10186,35,filme
10186,10402,filme
92493,80,filme
92493,18,filme
92493,36,filme
502129,99,filme
381033,18,filme
630240,18,filme
630240,53,filme
630240,27,filme
11968,28,filme
11968,53,filme
11968,12,filme
11968,80,filme
710258,37,filme
11490,18,filme
332562,10402,filme
332562,18,filme
332562,10749,filme
10885,27,filme
10885,9648,filme
10885,53,filme
45156,35,filme
45156,18,filme
45156,10749,filme
1260345,18,filme
24078,18,filme
5353,28,filme
5353,12,filme
5353,53,filme
5353,18,filme
433498,12,filme
433498,80,filme
433498,18,filme
819309,35,filme
819309,18,filme
819309,53,filme
573793,99,filme
839033,16,filme
839033,14,filme
839033,12,filme
839033,28,filme
9921,28,filme
9921,80,filme
9921,18,filme
9921,53,filme
14782,53,filme
769749,10749,filme
769749,18,filme
62215,18,filme
62215,878,filme
1073973,27,filme
1073973,35,filme
89608,18,filme
34015,99,filme
700391,28,filme
700391,12,filme
700391,878,filme
63492,35,filme
63492,10749,filme
63143,99,filme
421833,35,filme
220746,35,filme
220746,10749,filme
13956,12,filme
