id_themoviedb,id_imdb,title,original_title,description,dt_launch,original_language,media_type,poster_url,popularity,vote_average,vote_count,adult
63175,tt4450826,Minority Report,Minority Report,"Dez anos após o fim da divisão Pré-Crime na polícia de Washington, um dos três metafísicos chamados 'precogs' tenta levar uma vida normal, enquanto ainda sofre com visões do futuro. Ele conta com a ajuda de uma policial assombrada pelo passado.",2015-09-21,en,tv,https://image.tmdb.org/t/p/w500/oUbANT6vjAFbHvhDQ3cxCZOzPK1.jpg,2.2882,5.962,186,False
63418,tt4452630,Código Negro,Code Black,"Drama médico ambientado no pronto-socorro mais movimentado dos Estados Unidos, onde funcionários extraordinários batalham contra um sistema quebrado de saúde, na tentativa de proteger seus ideais e os pacientes que mais precisam deles.",2015-09-30,en,tv,https://image.tmdb.org/t/p/w500/3T1b6YK6vLrZoLZC5hd65ZuRLq8.jpg,5.5145,7.7,263,False
63260,tt4452688,Cooper Barrett's Guide to Surviving Life,Cooper Barrett's Guide to Surviving Life,"Comédia juvenil sobre um grupo de amigos que moram juntos pela primeira vez. Cada episódio é contado a partir da perspectiva de Cooper Barrett, um graduado da faculdade recentemente perversamente encantador e profundamente falho cuja vida é cheia de escolhas terríveis, excelentes erros e fantásticas desventuras.",2016-01-03,en,tv,https://image.tmdb.org/t/p/w500/5lCN5MNJHepHSpBmvdk5wd1l7Fv.jpg,1.6011,5.435,23,False
64198,tt4458594,Blaze e os Monster Machines,Blaze and the Monster Machines,"Blaze é o maior herói da cidade de Axle e o campeão de corrida. Rápido e corajoso, ele é um corredor invencível. Outra qualidade sua é que ele também consegue pensar rápido.",2014-10-13,en,tv,https://image.tmdb.org/t/p/w500/nvN6Zq12I2gtGgIH2DDzgOuqdM3.jpg,11.2718,7.356,52,False
66090,tt4460878,Wolf Creek,Wolf Creek,"Eva é uma turista de 19 anos dos Estados Unidos, e se torna o alvo do serial killer enlouquecido chamado Mick Taylo. Ela consegue sobreviver ao ataque sangrento e decide embarcar em uma missão para se vingar de todo o mal que ele lhe causou. Wolf Creek Online é uma série de tv do gênero thriller psicológico que é completamente ambientado em um mundo em que os fãs dos filmes conhecem muito bem, mas agora as coisas estão muito diferentes. Em Wolf Creek Online, iniciando a série Wolf Creek, o padrão é sempre familiar: O personagem Mick Taylor vai escolher uma família de turistas dos Estados Unidos para poder aterrorizar e destruí-la completamente. De repente o jogo acaba virando e Eva que tem 19 anos sobreviveu ao grande massacre de sua família e decide iniciar toda a sua existência que foi despedaçada e embarcando em uma grande missão para poder se vingar de todo o ocorrido.",2016-05-12,en,tv,https://image.tmdb.org/t/p/w500/4QKrCBkeRFGPJMk4JV0MmMJ5mBv.jpg,1.5893,6.943,203,False
63328,tt4465368,"De Repente, Vovô",Grandfathered,"Um solteirão convicto descobre que ele não é apenas pai, é também avô. O galante e bem-sucedido dono de restaurante Jimmy Martino está acostumado a ser o cara mais agradável, mais bonito e mais solteiro do recinto. Tudo isso muda com a visita surpresa de Gerald, o filho adulto de Jimmy, e de sua filha bebê, Edie.",2015-09-29,en,tv,https://image.tmdb.org/t/p/w500/4kxhllcajbzQwjYiyXFGJKXmvY5.jpg,1.614,6.604,48,False
63329,tt4465472,Rosewood,Rosewood,"A série conta a história de um brilhante médico, o Dr. Beaumont Rosewood Jr. Conhecido como o Melhor patologista de Miami, ele é dono de um laboratório sofisticado e independente, e descobre segredos nos corpos que outras pessoas deixam passar despercebidos. Porém, apesar de estar quase sempre cercado pela morte, o Dr. Rosewood é obcecado pela vida e gosta de aproveitar cada momento.",2015-09-23,en,tv,https://image.tmdb.org/t/p/w500/zjrfQbFzmOaOrgEbJHG2eIwjKbv.jpg,6.7523,6.5,166,False
63891,tt4474310,O Jogador,The Player,"Ambientado no mundo dos altos negócios de Las Vegas, a série gira em torno de um ex-sniper que se tornou especialista em segurança (personagem de Philip Winchester) e acaba sendo jogado no meio de uma misteriosa conspiração que o força a completar uma série de desafios a fim de salvar vidas inocentes.",2015-09-24,en,tv,https://image.tmdb.org/t/p/w500/cmP0PI9PHP6p7uZFnlTmwv9Re9I.jpg,2.2798,6.203,86,False
62710,tt4474344,Ponto Cego,Blindspot,"Misteriosa mulher é encontrada na Times Square, sem quaisquer lembranças de quem ela é e de como chegou ali. As únicas pistas que ela possui são as tatuagens que cobrem todo o seu corpo. Um agente do FBI passa a ajudá-la enquanto buscam a verdade.",2015-09-21,en,tv,https://image.tmdb.org/t/p/w500/pYyKZZlb3nd5ASbiuIxva718bp2.jpg,29.6265,7.382,2486,False
62649,tt4477976,Superstore: Uma Loja de Inconveniências,Superstore,"Funcionários de uma gigantesca loja de departamento vivem divertidas aventuras no trabalho, como: a chegada dos caçadores de barganhas, promoções de causar comoção e sessões de treinamento com direito a cochilos.",2015-11-30,en,tv,https://image.tmdb.org/t/p/w500/fMycr8Q4BZEkDq2fVVxatWR9Yid.jpg,13.4561,7.54,729,False
65553,tt4478002,Crowded,Crowded,"Após 20 anos cuidando dos filhos, Mike (Patrick Warburton) e Martina (Carrie Presont) finalmente têm a casa vazia só para eles. Mas quando as duas filhas voltam para casa e os pais de Mike resolvem também se juntar ao grupo, o ninho fica cheio novamente.",2016-03-15,en,tv,https://image.tmdb.org/t/p/w500/e7FwiyuzQp5vmUAkQLPLp5OedWm.jpg,1.1223,6.1,45,False
64186,tt4481248,Truth Be Told,Truth Be Told,,2015-10-16,en,tv,https://image.tmdb.org/t/p/w500/g6AzYiyI82YZrhjAmGy2RmC9IsD.jpg,0.8829,5.361,18,False
65938,tt4481266,Heartbeat,Heartbeat,,2016-03-22,en,tv,https://image.tmdb.org/t/p/w500/gh1gdNKuQ36AWBbXlrKGIblHtKQ.jpg,1.1151,6.177,31,False
63509,tt4481322,The Grinder,The Grinder,,2015-09-29,en,tv,https://image.tmdb.org/t/p/w500/4oKpcD8KcLI7Fsh9WmUE8D4ys9C.jpg,2.7466,6.7,83,False
62336,tt4484722,A História da Máfia: NY,The Making of The Mob,"Conheça a história de Lucky Luciano, Meyer Lansky e dos grandes mafiosos de Nova York, desde o começo como gângsteres adolescentes até a ascensão ao trono como reis do contrabando e do mundo do crime.",2015-06-15,en,tv,https://image.tmdb.org/t/p/w500/izg65s60N9nl2QZWF7KBXODKa3D.jpg,2.0973,6.788,40,False
65291,tt4488724,A Irmã do Meio,Stuck in the Middle,"Harley tem 13 anos e é a filha do meio. Ter seis irmãos não é exatamente fácil, mas Harley consegue encontrar maneiras muito originais de manter sua família unida e se destacar entre vários irmãos e irmãs.",2016-02-14,en,tv,https://image.tmdb.org/t/p/w500/bLbwlZzhiA1jWjoCvjpowLipq0J.jpg,6.4251,7.7,120,False
62783,tt4507442,Amigas a Qualquer Hora,Best Friends Whenever,As amigas Cyd Ripley e Shelby Marcus vivem juntas desde que os pais de Cyd se mudaram para o Peru. E elas ficam ainda mais unidas depois que um acidente no laboratório do jovem cientista Barry Eisenberg acaba lhes dando o poder de viajar no tempo.,2015-06-26,en,tv,https://image.tmdb.org/t/p/w500/tjZTi2uGsBSssMwXDNYS0W6mqam.jpg,2.7076,8.0,88,False
66604,tt4513868,Sangue Novo,New Blood,"Dois investigadores juniores se unem contra uma nova geração de criminosos, as super-ricas e poderosas corporações, indivíduos e governos que se escondem atrás de fachadas legítimas.",2016-06-09,en,tv,https://image.tmdb.org/t/p/w500/1VZ3kUF8AET7L3AXcEiuRHTS1m.jpg,1.2614,7.0,49,False
